ship_id,trx_id,space,speed,skill,defence,attack,morale,price
24665,15145,9,13,7,13,10,5,0.079
24659,15146,5,8,13,15,6,5,0.078
24652,15149,11,13,13,8,13,10,0.097
24646,15151,11,11,9,8,7,7,0.079
25054,15152,9,13,10,15,15,9,0.15
25066,15153,5,12,15,11,15,13,0.15
10898,15155,9,6,5,11,6,5,0.066
18379,15157,10,6,14,14,11,13,0.19
6952,15161,12,14,8,8,11,10,0.175
9279,15162,12,12,12,8,6,7,0.1
9555,15164,15,12,6,7,10,11,0.1
8125,15165,12,6,10,8,12,15,0.1
28029,15167,12,15,13,12,5,11,0.109
14659,15170,13,8,8,13,5,11,0.12
27740,15171,14,15,6,11,11,6,0.15
28097,15174,7,7,14,13,9,14,0.11
11181,15177,11,14,13,7,7,9,0.15
24747,15178,14,8,14,14,5,13,0.134
14175,15179,7,15,13,15,14,16,0.27
24736,15180,9,13,6,15,10,12,0.114
5998,15181,11,8,5,15,11,13,0.096
14175,15182,7,15,13,15,14,16,0.43
3837,15183,10,5,14,6,6,15,0.12
31747,15186,7,13,13,9,13,11,0.12
5998,15188,11,8,5,15,11,13,0.12
11403,15196,9,6,10,8,7,14,0.07
25335,15197,10,16,6,13,16,7,0.35
26424,15199,6,12,10,5,13,15,0.08
26424,15200,6,12,10,5,13,15,0.11
9431,15201,5,5,12,14,14,14,0.114
14407,15202,8,11,8,7,14,9,0.13
17446,15209,5,9,11,14,8,13,0.1
37716,15211,7,7,11,15,7,13,0.25
24659,15214,5,8,13,15,6,5,0.1
44876,15216,7,6,13,6,8,16,0.14
10338,15217,8,5,15,7,14,11,0.08
30296,15220,11,15,6,6,15,10,0.19
45126,15222,13,10,13,11,5,15,0.199
25041,15226,9,10,6,6,7,8,0.085
21926,15229,15,13,12,10,12,15,0.594
28052,15231,5,5,8,7,12,7,0.125
24816,15232,15,11,12,5,15,15,0.283
16665,15237,6,13,9,13,14,5,0.124
3711,15239,12,13,6,14,6,12,0.2
24693,15240,5,13,10,9,15,8,0.143
44975,15241,14,6,12,12,10,15,0.526
1123,15258,6,13,14,12,15,13,0.2
10030,15263,11,9,8,5,8,6,0.103
33603,15264,11,5,5,5,6,5,0.07
21555,15268,6,8,10,10,6,8,0.094
17824,15272,12,9,13,9,14,13,0.2
33603,15277,11,5,5,5,6,5,0.094
24388,15278,7,7,8,10,7,15,0.084
25077,15283,5,10,6,12,10,7,0.103
14833,15294,11,8,7,8,14,9,0.12
11864,15308,13,12,11,10,13,13,0.13
15783,15309,8,8,6,9,12,9,0.165
4570,15310,7,13,12,7,8,14,0.1
11864,15313,13,12,11,10,13,13,0.224
24552,15316,6,10,8,13,5,12,0.1
17083,15321,13,9,12,13,11,13,0.21
18320,15325,9,15,6,12,12,8,0.15
13261,15327,8,8,11,8,5,8,0.099
28562,15329,14,15,15,11,6,13,0.262
32312,15331,6,5,6,8,5,5,0.094
3441,15333,13,13,15,13,12,13,0.5
44030,15335,12,10,9,12,10,13,0.2
8941,15337,11,6,16,8,15,11,0.14
17685,15338,6,13,5,7,13,10,0.149
25362,15340,13,10,5,7,6,9,0.085
46346,15343,15,7,6,8,14,8,0.08
37689,15346,5,11,11,14,15,7,0.093
37689,15348,5,11,11,14,15,7,0.15
24388,15349,7,7,8,10,7,15,0.1
46346,15353,15,7,6,8,14,8,0.103
21,15355,6,15,5,9,15,11,0.2
2843,15357,11,6,13,11,8,11,0.09
21548,15363,8,12,11,7,5,5,0.1
11484,15366,8,5,13,7,13,13,0.104
11484,15367,8,5,13,7,13,13,0.12
19822,15369,7,13,11,12,12,7,0.2
22035,15376,6,12,9,14,15,8,0.143
32282,15377,9,9,12,5,7,13,0.13
43982,15378,8,9,8,5,13,13,0.1
9980,15382,10,9,8,8,9,9,0.1
24634,15388,11,9,15,13,9,14,0.16
9263,15392,5,7,9,8,7,14,0.115
98,15415,14,11,11,12,9,5,0.18
20340,15419,6,12,5,12,14,7,0.139
5296,15420,5,6,7,5,11,14,0.1
23020,15421,9,11,14,5,14,11,0.19
21397,15424,14,6,14,9,11,15,0.14
11205,15425,11,6,9,6,7,9,0.085
21210,15426,9,10,7,15,11,15,0.15
27512,15432,10,9,12,11,6,14,0.1
742,15435,11,11,5,12,8,12,0.168
8655,15444,9,11,13,5,8,8,0.092
8941,15446,11,6,16,8,15,11,0.2
1123,15447,6,13,14,12,15,13,0.39
25047,15451,11,11,7,10,12,13,0.16
2571,15456,10,13,15,12,8,11,0.125
25055,15460,6,13,11,8,15,11,0.18
17949,15462,6,15,5,5,14,10,0.12
33077,15464,9,15,11,7,6,11,0.11
2705,15469,8,13,12,8,10,11,0.12
2705,15480,8,13,12,8,10,11,0.185
2571,15484,10,13,15,12,8,11,0.19
28833,15486,7,16,15,16,7,12,0.35
8941,15490,11,6,16,8,15,11,0.5
22985,15493,13,12,11,14,7,13,0.17
9430,15496,6,6,8,9,8,6,0.1
14229,15506,8,8,15,15,7,7,0.1
2654,15507,12,11,14,9,7,9,0.08
8634,15512,11,13,11,12,15,11,0.35
7463,15513,5,10,9,8,10,9,0.13
11864,15521,13,12,11,10,13,13,0.265
25047,15525,11,11,7,10,12,13,0.19
14763,15528,12,6,11,6,9,11,0.16
12225,15547,12,7,13,8,13,13,0.14
28474,15548,6,8,10,8,5,10,0.08
3330,15550,9,14,12,13,10,15,0.17
24379,15552,8,10,9,14,11,11,0.143
43982,15553,8,9,8,5,13,13,0.1
14229,15560,8,8,15,15,7,7,0.11
27791,15563,10,13,5,12,13,9,0.095
16132,15565,12,6,14,12,15,15,0.12
7537,15566,6,13,11,12,5,12,0.09
21404,15573,6,8,5,14,5,8,0.095
27740,15574,14,15,6,11,11,6,0.212
48260,15575,11,10,8,7,15,13,0.16
25062,15577,5,15,5,11,5,8,0.09
18425,15580,12,13,7,7,15,5,0.19
16483,15582,5,11,13,7,13,13,0.15
13617,15584,6,11,9,5,13,13,0.187
18275,15587,7,11,9,9,7,12,0.15
10570,15590,8,12,11,9,11,5,0.12
13239,15593,5,9,8,14,7,5,0.1
15748,15607,6,5,12,8,14,12,0.25
25336,15611,6,12,16,12,11,6,0.3
25115,15612,10,10,13,14,11,11,0.3
15568,15617,14,14,12,15,7,10,0.19
18259,15631,11,15,6,6,11,11,0.13
31780,15634,15,9,15,6,13,6,0.25
22981,15635,14,6,10,8,12,8,0.16
21979,15636,11,12,6,8,6,15,0.1
25399,15637,12,9,14,14,8,13,0.11
14937,15638,7,7,13,8,6,9,0.1
44035,15641,8,11,17,11,7,7,0.19
48812,15642,8,6,15,8,7,12,0.119
20773,15643,10,13,6,14,7,11,0.15
20783,15644,6,5,7,9,8,12,0.09
22284,15647,7,6,12,11,8,10,0.114
3330,15648,9,14,12,13,10,15,0.25
27701,15653,9,6,7,11,15,11,0.138
22644,15654,8,15,8,11,6,13,0.114
28688,15655,12,6,13,14,13,12,0.14
21654,15659,5,12,11,15,7,15,0.118
21654,15664,5,12,11,15,7,15,0.17
28381,15665,11,15,7,8,5,12,0.11
18959,15666,5,8,9,11,10,15,0.114
11702,15671,14,8,5,8,10,10,0.08
11702,15683,14,8,5,8,10,10,0.094
14979,15687,5,12,13,8,6,12,0.1
36764,15688,14,9,15,5,8,12,0.25
22330,15689,6,13,14,6,9,8,0.11
21425,15693,5,7,8,5,10,13,0.1
2346,15694,10,8,12,15,13,6,0.2
8436,15697,11,15,9,14,7,5,0.11
13613,15699,11,14,9,11,13,8,0.15
25362,15708,13,10,5,7,6,9,0.095
23655,15709,16,13,9,7,15,13,0.27
12240,15713,5,10,14,8,12,9,0.09
29786,15723,8,13,11,7,8,8,0.09
23112,15729,8,7,6,9,15,11,0.1
865,15730,6,9,9,12,6,15,0.11
18350,15733,6,10,8,7,5,5,0.1
12151,15738,11,15,5,14,9,5,0.1
21729,15740,9,6,7,9,10,9,0.09
25399,15741,12,9,14,14,8,13,0.184
9005,15742,7,16,16,15,15,16,1.0
15619,15744,14,9,11,7,15,8,0.15
44891,15747,6,5,6,5,5,8,0.089
16132,15748,12,6,14,12,15,15,0.25
19690,15750,11,9,6,5,12,8,0.11
21346,15752,8,7,5,11,13,6,0.09
27432,15758,11,5,6,14,10,14,0.1
18035,15759,6,6,8,11,8,14,0.089
8556,15760,9,10,14,8,7,6,0.1
3260,15761,8,5,6,7,14,12,0.089
26914,15768,8,12,8,8,15,12,0.165
13215,15770,8,11,7,5,7,5,0.011
13215,15775,8,11,7,5,7,5,0.074
11702,15777,14,8,5,8,10,10,0.09
46353,15782,10,9,6,10,13,11,0.35
6795,15783,12,7,10,5,11,11,0.08
17812,15798,6,6,11,6,6,5,0.063
35055,15799,12,15,15,13,6,11,0.28
21006,15815,12,5,11,7,10,11,0.08
17860,15819,8,5,13,12,7,14,0.116
10495,15821,11,9,12,5,5,7,0.13
11702,15825,14,8,5,8,10,10,0.08
27599,15826,9,5,6,9,7,5,0.079
14659,15831,13,8,8,13,5,11,0.08
20648,15832,10,5,9,6,13,12,0.14
19838,15835,6,15,12,12,10,7,0.149
9125,15838,6,6,12,14,10,8,0.12
33922,15840,9,10,5,11,6,13,0.15
6955,15843,15,11,12,14,5,11,0.12
27486,15845,9,12,13,6,13,14,0.15
7163,15848,6,9,11,5,5,9,0.094
17007,15856,15,12,14,9,12,14,0.3
6955,15858,15,11,12,14,5,11,0.2
5630,15863,9,11,8,8,10,8,0.1
18107,15866,8,11,11,12,5,11,0.1
11177,15887,14,10,5,5,11,15,0.3
27393,15895,8,5,12,5,14,14,0.105
36616,15904,14,10,13,5,14,10,0.14
18107,15910,8,11,11,12,5,11,0.12
17614,15914,16,13,16,9,15,7,1.5
24334,15916,15,6,14,14,8,13,0.18
7369,15927,11,8,15,5,6,8,0.095
15049,15928,12,6,6,14,6,9,0.09
17687,15936,6,15,13,7,13,8,0.12
12551,15948,5,15,8,9,6,10,0.08
36616,15952,14,10,13,5,14,10,0.193
2943,15957,6,13,6,5,5,14,0.1
13726,15962,9,6,8,13,13,9,0.09
12551,15963,5,15,8,9,6,10,0.11
2632,15966,5,13,15,13,14,12,0.138
10184,15968,15,16,8,14,11,13,0.5
20821,15969,12,10,15,13,9,14,0.5
10769,15971,5,15,12,12,10,8,0.275
12304,16021,6,13,9,8,5,9,0.06
8477,16026,13,14,13,13,8,9,0.2
25062,16030,5,15,5,11,5,8,0.1
12304,16031,6,13,9,8,5,9,0.083
3511,16035,8,13,6,13,7,15,0.1
18286,16042,12,7,14,5,8,7,0.15
3744,16050,6,13,9,6,8,11,0.098
38535,16051,8,14,10,5,14,10,0.19
49174,16054,5,9,11,13,7,8,0.082
6887,16055,6,12,15,8,15,9,0.2
49174,16066,5,9,11,13,7,8,0.085
11206,16067,8,6,15,14,8,15,0.105
17944,16073,10,12,7,10,8,8,0.14
23014,16085,6,6,15,13,6,12,0.085
28616,16089,14,13,12,9,13,10,0.29
19306,16091,5,5,14,8,15,14,0.055
12512,16092,11,8,11,11,13,13,0.19
36449,16102,12,12,6,11,11,5,0.075
22992,16108,11,12,11,12,8,10,0.14
4750,16109,12,5,15,12,7,11,0.1
4884,16111,6,12,6,13,13,5,0.1
24399,16113,12,6,14,15,14,16,0.72
4903,16115,12,9,7,8,8,14,0.2
4913,16116,13,11,11,11,8,14,0.2
26493,16125,11,14,11,13,15,14,0.88
22564,16130,15,15,6,7,5,9,0.08
19577,16132,6,11,10,15,5,5,0.13
2433,16134,6,12,10,5,7,8,0.07
16451,16136,5,12,7,7,7,11,0.08
11715,16137,13,12,16,10,16,8,0.2
20686,16141,8,13,6,10,6,10,0.1
19306,16143,5,5,14,8,15,14,0.104
2433,16144,6,12,10,5,7,8,0.083
11794,16145,12,7,15,10,13,12,0.15
2433,16147,6,12,10,5,7,8,0.094
20284,16162,15,5,5,5,13,13,0.1
931,16171,6,13,11,5,7,5,0.2
14767,16179,12,12,8,6,14,14,0.2
4884,16184,6,12,6,13,13,5,0.071
28213,16188,5,13,15,5,9,8,0.113
12128,16190,15,12,14,12,10,9,0.29
44122,16198,11,6,10,10,5,9,0.08
13726,16199,9,6,8,13,13,9,0.11
9201,16205,9,9,14,10,9,13,0.2
27391,16212,9,10,6,6,7,9,0.077
21346,16217,8,7,5,11,13,6,0.1
14891,16228,11,10,15,11,9,13,0.21
3392,16230,7,13,6,9,11,13,0.145
28449,16240,12,12,6,5,6,12,0.099
24406,16241,14,9,8,14,13,10,0.2
21509,16243,12,5,13,7,6,7,0.08
17687,16247,6,15,13,7,13,8,0.153
28558,16261,9,13,5,12,12,14,0.13
10934,16271,9,12,16,14,12,15,0.33
33921,16274,12,9,6,11,13,14,0.1
33921,16275,12,9,6,11,13,14,0.154
18069,16282,12,12,14,8,6,7,0.1
20711,16283,12,13,11,10,6,12,0.11
11167,16287,8,8,10,15,8,12,0.09
24334,16293,15,6,14,14,8,13,0.171
18303,16294,11,15,10,15,5,14,0.16
13215,16296,8,11,7,5,7,5,0.089
18066,16304,8,12,14,8,15,7,0.16
14062,16312,11,6,14,13,9,11,0.1
13750,16315,7,12,14,13,11,9,0.12
3509,16321,10,8,8,6,9,13,0.084
11702,16327,14,8,5,8,10,10,0.1
28209,16330,14,15,13,14,9,8,0.245
11986,16334,11,8,11,14,11,5,0.1
5345,16336,16,7,11,9,9,15,0.25
12890,16337,7,15,11,5,8,10,0.089
626,16344,11,14,10,12,5,12,0.15
381,16345,11,13,5,15,9,11,0.15
45137,16346,6,8,11,8,10,8,0.1
15803,16356,12,9,5,12,5,11,0.15
463,16364,9,15,12,5,7,7,0.1
30568,16365,16,9,7,13,15,7,0.35
19848,16379,5,15,5,7,5,9,0.087
9765,16383,7,10,11,7,5,9,0.08
21713,16385,6,8,6,11,6,11,0.07
14062,16390,11,6,14,13,9,11,0.134
37676,16392,5,7,15,15,8,7,0.07
21713,16394,6,8,6,11,6,11,0.092
494,16395,5,13,6,11,6,11,0.1
701,16396,5,5,12,15,11,15,0.15
3423,16397,12,11,9,11,12,11,0.15
3437,16399,6,6,11,6,7,11,0.1
3443,16401,5,10,5,11,5,7,0.1
3455,16403,16,6,9,9,13,7,0.1
3464,16404,12,5,13,6,7,11,0.1
3523,16406,10,10,5,9,6,15,0.1
3798,16407,11,5,11,5,12,7,0.1
3809,16408,10,8,15,15,8,5,0.1
3820,16409,5,5,5,8,5,5,0.08
3828,16411,5,15,9,9,6,5,0.1
3840,16412,6,14,15,7,8,14,0.1
3852,16414,5,15,9,5,10,5,0.1
3862,16415,12,8,9,8,14,10,0.1
3885,16416,15,11,8,5,5,13,0.1
21907,16418,5,11,11,15,9,14,0.08
22579,16421,5,10,12,14,5,11,0.08
14681,16425,8,15,6,5,7,9,0.089
14350,16435,7,15,8,7,16,11,0.12
2923,16442,7,5,10,12,5,8,0.08
44376,16447,6,12,13,7,7,11,0.09
17987,16449,5,15,5,8,5,13,0.07
10236,16454,8,8,13,9,15,11,0.087
9951,16461,9,5,6,14,6,9,0.08
11354,16465,6,13,11,5,5,11,0.1
38262,16467,11,15,10,9,15,5,0.06
33906,16468,12,13,6,8,9,11,0.161
16233,16473,5,5,9,9,11,15,0.1
18114,16476,10,10,9,8,12,13,0.19
37689,16486,5,11,11,14,15,7,0.1
8203,16495,8,15,9,8,13,8,0.1
3840,16498,6,14,15,7,8,14,0.134
27401,16504,7,15,10,14,11,5,0.1
10102,16505,5,15,11,7,7,15,0.12
22543,16507,8,15,9,12,11,6,0.15
17258,16508,9,12,10,5,7,8,0.088
14350,16511,7,15,8,7,16,11,0.127
3321,16525,5,12,8,15,6,8,0.1
18984,16530,7,15,8,14,14,8,0.21
22466,16532,13,14,6,10,8,12,0.18
21238,16547,11,5,13,14,6,14,0.11
17729,16568,8,12,11,10,7,7,0.1
17277,16578,12,12,9,9,8,9,0.12
26253,16580,12,14,7,8,13,12,0.2
16508,16585,10,13,15,14,15,13,0.5
14550,16595,14,12,13,12,13,13,0.5
28474,16601,6,8,10,8,5,10,0.08
17407,16603,11,14,13,8,15,14,0.3
12400,16610,15,8,6,9,13,11,0.12
3029,16618,15,14,7,8,13,15,0.3
35769,16622,12,12,15,15,10,5,0.18
18130,16626,9,8,9,5,14,11,0.11
12878,16628,12,12,9,7,5,13,0.12
28767,16632,9,14,11,13,11,11,0.265
18141,16636,12,9,5,12,10,13,0.15
8113,16639,7,9,11,10,10,6,0.074
15221,16640,10,11,6,11,11,7,0.09
18301,16666,11,12,8,12,12,10,0.11
16100,16680,9,14,16,6,13,10,0.18
45104,16683,14,15,9,8,12,12,0.088
21642,16684,7,11,6,6,12,11,0.12
2196,16686,5,8,9,14,8,10,0.08
7163,16687,6,9,11,5,5,9,0.05
15049,16701,12,6,6,14,6,9,0.1
12244,16702,9,6,7,12,13,7,0.1
14685,16705,9,8,7,8,10,9,0.1
32,16713,8,15,8,8,13,8,0.3
11955,16722,11,8,15,14,7,13,0.1
12330,16725,8,9,13,9,15,9,0.15
4884,16728,6,12,6,13,13,5,0.13
39897,16735,10,8,8,5,13,6,0.15
37398,16738,10,6,8,8,7,13,0.13
17680,16742,5,11,9,13,7,6,0.086
14948,16756,8,8,12,5,13,13,0.15
20627,16767,10,8,10,11,5,10,0.11
17550,16769,5,10,5,12,11,15,0.06
3403,16778,9,11,7,11,6,8,0.1
18262,16779,14,10,15,9,12,6,0.09
21624,16781,6,5,5,8,11,5,0.08
30296,16788,11,15,6,6,15,10,0.1
24252,16795,10,6,14,6,6,8,0.15
3157,16800,7,12,8,13,11,12,0.14
18131,16808,8,13,13,9,14,7,0.09
28404,16818,8,8,13,8,13,8,0.068
21496,16819,5,12,12,8,13,14,0.075
470,16820,5,13,7,13,6,14,0.079
29786,16823,8,13,11,7,8,8,0.145
30354,16827,15,15,11,12,12,15,0.29
21218,16831,7,11,13,14,16,9,0.3
8048,16832,13,9,6,5,11,8,0.12
17982,16833,8,8,12,6,5,5,0.074
3236,16846,14,5,12,15,7,14,0.1
29747,16849,5,8,11,9,10,14,0.1
7033,16852,12,13,11,11,13,9,0.15
37676,16856,5,7,15,15,8,7,0.074
17633,16860,8,14,6,9,10,5,0.1
7163,16862,6,9,11,5,5,9,0.065
13655,16874,11,5,8,14,15,5,0.15
12363,16878,5,14,14,6,5,15,0.14
17,16880,14,15,7,12,5,12,0.6
6715,16886,10,10,6,10,11,12,0.11
3206,16888,10,11,10,13,12,8,0.12
6745,16889,10,5,9,5,6,5,0.09
13792,16890,11,9,13,5,6,11,0.1
28977,16894,11,16,11,15,11,9,0.3
18434,16895,12,9,8,5,12,10,0.1
31869,16901,8,12,6,6,13,9,0.11
3455,16902,16,6,9,9,13,7,0.28
8991,16905,6,8,14,13,14,14,0.13
28430,16909,12,6,14,12,11,5,0.1
46675,16912,5,15,13,7,10,12,0.12
45104,16913,14,15,9,8,12,12,0.133
7236,16915,5,11,6,13,11,10,0.1
26238,16917,12,6,15,11,11,10,0.12
15767,16920,9,10,13,5,14,13,0.11
2911,16922,9,15,11,7,7,8,0.079
2956,16924,8,11,9,12,7,11,0.078
3195,16928,15,6,7,14,11,14,0.079
15323,16929,14,8,11,14,14,13,0.263
11715,16932,13,12,16,10,16,8,0.313
19286,16934,11,5,6,12,13,6,0.144
26533,16941,15,11,11,11,13,9,0.3
17685,16953,6,13,5,7,13,10,0.11
15798,16961,11,12,7,5,7,10,0.11
16426,16963,10,14,14,5,8,8,0.13
788,16971,11,9,13,12,8,13,0.1
2455,16975,11,5,13,5,11,8,0.07
27589,16984,9,14,11,12,13,14,0.3
17251,16992,11,10,15,9,13,15,0.22
14746,16994,15,12,13,14,5,13,0.13
36811,16999,12,9,13,8,13,13,0.28
5455,17006,8,5,15,6,12,11,0.11
12217,17008,11,7,6,12,9,11,0.16
22764,17015,11,14,8,12,14,8,0.079
11196,17016,5,10,11,7,7,11,0.1
96,17019,12,15,12,14,7,13,0.35
28963,17021,5,9,11,13,11,8,0.074
3195,17023,15,6,7,14,11,14,0.07
43972,17057,14,11,15,15,7,13,0.099
15683,17061,6,6,14,8,8,11,0.085
14670,17069,9,6,12,11,7,11,0.08
16895,17078,6,5,10,5,13,13,0.05
33039,17079,14,6,6,8,5,13,0.07
13492,17091,6,8,6,5,11,15,0.13
27145,17096,5,14,5,14,5,11,0.09
14905,17104,14,13,15,10,5,7,0.13
5489,17116,15,13,11,9,14,15,0.42
47722,17118,6,13,8,7,12,9,0.1
17204,17120,6,9,15,12,6,8,0.1
25046,17123,14,10,15,9,14,9,0.15
16614,17129,14,13,6,9,6,14,0.15
16040,17137,7,15,13,5,7,11,0.1
6719,17138,12,5,6,8,8,15,0.09
15643,17147,6,6,15,7,8,9,0.1
6934,17151,15,16,14,11,12,13,1.0
20127,17153,8,14,9,13,5,6,0.095
13491,17160,10,12,11,11,15,6,0.2
17815,17162,13,8,11,8,15,11,0.064
19476,17165,5,12,15,14,6,11,0.1
21198,17167,12,15,13,5,7,7,0.1
17815,17168,13,8,11,8,15,11,0.094
21362,17169,11,12,8,5,14,8,0.16
8634,17170,11,13,11,12,15,11,0.2
28525,17183,15,10,6,14,10,6,0.23
37177,17184,11,14,7,10,14,13,0.19
17733,17191,6,12,14,6,8,14,0.065
12482,17212,6,12,12,12,7,13,0.08
25458,17214,6,11,13,8,7,7,0.075
12493,17220,9,10,13,10,12,11,0.15
17920,17222,9,9,9,12,9,14,0.18
3675,17233,15,7,14,8,12,14,0.07
4932,17234,11,7,5,9,6,8,0.06
4973,17237,10,9,15,7,11,15,0.1
4990,17238,11,8,10,14,9,14,0.07
5086,17239,6,9,16,11,8,12,0.07
5162,17246,12,13,14,15,7,11,0.1
4222,17251,11,14,9,11,13,14,0.349
11397,17254,11,15,13,11,10,9,0.22
600,17255,15,10,9,14,7,7,0.199
3675,17256,15,7,14,8,12,14,0.104
44067,17257,5,15,8,7,12,7,0.096
25006,17259,6,7,11,5,5,13,0.069
21232,17261,6,5,14,7,13,11,0.068
39118,17264,8,9,11,11,5,7,0.068
22003,17265,10,5,6,7,7,5,0.06
11368,17267,10,12,6,5,6,12,0.1
39127,17268,5,14,13,9,11,6,0.068
26374,17270,11,15,7,14,7,13,0.1
8055,17272,14,11,12,9,13,13,0.23
22661,17273,5,9,7,9,7,10,0.095
26424,17274,6,12,10,5,13,15,0.08
18413,17276,12,5,7,13,14,9,0.085
4850,17279,8,8,11,9,12,14,0.1
5085,17281,9,11,14,6,6,15,0.07
5174,17282,8,12,8,6,10,9,0.07
3417,17283,11,8,15,9,5,8,0.07
21062,17286,14,6,14,5,12,13,0.21
14662,17287,11,5,13,10,7,9,0.06
6922,17292,7,15,8,7,15,5,0.25
208,17294,12,5,11,14,14,14,0.104
2916,17297,8,13,5,7,6,15,0.104
2955,17299,12,9,7,13,6,14,0.104
2957,17300,9,13,6,5,14,8,0.104
2963,17301,15,11,11,15,11,10,0.104
3827,17303,14,14,15,11,9,13,0.104
2966,17304,7,5,11,7,13,9,0.104
15591,17305,11,8,10,9,6,9,0.07
2969,17306,15,11,6,15,14,8,0.104
11461,17307,6,15,8,5,5,6,0.1
17889,17308,8,13,5,9,6,13,0.104
18341,17309,11,12,6,12,5,11,0.104
2963,17311,15,11,11,15,11,10,0.34
28381,17313,11,15,7,8,5,12,0.1
3137,17321,10,14,14,12,7,9,0.21
18085,17322,9,15,12,14,7,6,0.15
33189,17327,6,5,13,12,7,10,0.12
32605,17332,15,11,14,16,11,16,1.0
24807,17333,14,14,15,5,5,6,0.07
28141,17334,11,14,14,13,9,12,0.39
1809,17335,15,6,10,14,12,14,0.2
3827,17343,14,14,15,11,9,13,0.183
6929,17344,9,16,7,10,11,10,0.17
27171,17350,8,10,15,9,11,15,0.12
25335,17353,10,16,6,13,16,7,0.3
10680,17359,5,13,10,14,8,13,0.1
12122,17362,15,12,10,5,7,14,0.18
32364,17363,5,14,6,9,11,13,0.097
15214,17364,11,6,13,9,12,7,0.026
13326,17365,12,13,15,6,9,14,0.22
22043,17372,7,16,11,14,12,15,1.1
45905,17374,8,15,13,8,9,15,0.12
17192,17375,12,11,10,9,7,12,0.15
17727,17379,10,10,8,9,8,12,0.05
7560,17396,9,12,10,16,8,9,0.1
3244,17397,6,5,11,11,7,6,0.078
25072,17403,11,10,11,10,13,15,0.37
24693,17405,5,13,10,9,15,8,0.151
3837,17406,10,5,14,6,6,15,0.122
24747,17407,14,8,14,14,5,13,0.152
6972,17419,11,13,13,12,15,7,0.18
12161,17424,10,9,13,8,10,15,0.1
48205,17426,14,5,12,15,14,8,0.145
10159,17428,13,12,17,11,9,13,0.39
24981,17430,12,14,10,11,6,14,0.075
27837,17432,8,12,11,5,10,8,0.2
24981,17438,12,14,10,11,6,14,0.095
5162,17443,12,13,14,15,7,11,0.133
33585,17445,15,14,6,9,5,7,0.1
26424,17453,6,12,10,5,13,15,0.011
19141,17454,11,12,8,7,12,6,0.085
16589,17459,12,15,15,10,5,11,0.12
4591,17460,10,14,14,13,12,8,0.8
35541,17463,11,13,5,11,6,7,0.069
3621,17465,12,11,8,11,7,5,0.085
15343,17467,6,5,8,14,5,6,0.06
12878,17493,12,12,9,7,5,13,0.074
5578,17511,11,13,11,7,6,10,0.119
10718,17514,11,6,7,8,11,10,0.089
3795,17518,10,14,5,12,6,13,0.16
3227,17521,15,10,12,13,16,12,0.95
17568,17525,6,10,14,14,9,13,0.16
18035,17530,6,6,8,11,8,14,0.095
28619,17541,8,8,8,12,5,13,0.06
17726,17544,15,14,15,9,9,6,0.11
27145,17552,5,14,5,14,5,11,0.08
28527,17564,15,9,9,7,7,7,0.113
8341,17568,15,12,9,11,12,9,0.25
17426,17578,14,10,6,12,6,8,0.1
17559,17580,9,16,15,6,14,10,0.3
17689,17584,11,7,9,13,14,10,0.15
27393,17592,8,5,12,5,14,14,0.09
39118,17595,8,9,11,11,5,7,0.08
2727,17596,7,14,7,14,6,8,0.15
18167,17597,9,13,9,15,15,9,0.18
32541,17599,9,15,11,12,7,8,0.155
13404,17606,13,15,11,13,5,15,0.2
44733,17608,11,11,13,10,15,8,0.26
12863,17611,8,6,14,5,14,10,0.11
21907,17619,5,11,11,15,9,14,0.08
4990,17620,11,8,10,14,9,14,0.08
3422,17626,10,13,9,9,12,10,0.15
33039,17629,14,6,6,8,5,13,0.08
3696,17630,8,12,11,6,11,6,0.068
12629,17633,11,13,15,9,15,10,0.32
4438,17635,13,15,12,15,13,14,3.0
2684,17640,6,16,12,10,14,6,0.25
3902,17642,13,8,8,7,6,5,0.075
6825,17646,5,11,13,14,11,10,0.15
18177,17647,11,7,10,13,11,11,0.12
10926,17653,12,9,10,15,7,11,0.08
16683,17654,11,9,11,10,8,11,0.06
12099,17655,9,9,7,11,10,9,0.08
13277,17661,10,12,15,13,12,6,0.2
45205,17669,6,10,6,12,5,12,0.078
44382,17672,11,10,9,9,8,8,0.08
15214,17675,11,6,13,9,12,7,0.074
10390,17678,11,6,6,9,5,5,0.07
17304,17682,10,15,9,10,7,8,0.08
3324,17685,7,9,8,7,13,14,0.074
47536,17686,6,12,10,5,6,14,0.087
11263,17688,12,8,9,11,5,8,0.069
5084,17691,15,6,7,9,11,12,0.1
21517,17693,5,7,10,11,8,14,0.068
15304,17701,9,14,15,13,6,8,0.11
13873,17704,10,6,11,6,13,15,0.07
28530,17705,10,10,9,13,15,13,0.2
10934,17706,9,12,16,14,12,15,0.55
5174,17711,8,12,8,6,10,9,0.08
6909,17712,12,14,8,9,7,5,0.1
11182,17714,8,10,15,14,8,5,0.07
35763,17716,12,10,12,13,9,13,0.01
394,17718,13,10,14,17,14,17,3.99
22057,17723,12,12,6,14,13,6,0.15
11485,17729,13,12,6,15,11,5,0.17
18642,17735,13,13,12,10,7,8,0.1
11203,17737,15,5,13,11,8,7,0.13
25363,17738,11,11,11,5,7,13,0.15
25496,17739,11,10,8,14,7,13,0.11
12261,17742,13,11,15,12,8,5,0.18
